대피소명,주소,위도,경도,유형,대피소명_정규
동문아파트 지하1층 주차장,"서울특별시 관악구 신림로31가길 19 (신림동, 동문아파트)",37.47633,126.9358,민방위대피시설,동문아파트지하1층주차장
동방빌딩 주차장 지하1층,"서울특별시 관악구 남부순환로 2028, 동방빌딩 지하1층 (남현동)",37.47586,126.97385,민방위대피시설,동방빌딩주차장지하1층
동방아파트경로당(사립),서울특별시 양천구 신월로 220 (동방아파트),37.52145,126.84648,무더위쉼터,동방아파트경로당(사립)
동부(아)경로당,서울특별시 관악구 신원로 26,37.48055,126.92918,무더위쉼터,동부(아)경로당
동부A경로당,서울특별시 서대문구 독립문로14길 74 (동부센트레빌아파트 102동),37.56678,126.96025,무더위쉼터,동부A경로당
동부 경로당,서울특별시 강서구 공항대로8길 33-9 (공항동),37.55955,126.81286,수해대피소,동부경로당
동부 경로당,서울특별시 강서구 양천로28길 12-9 (방화동),37.57253,126.81986,수해대피소,동부경로당
동부경로당,서울특별시 동대문구 천호대로45길 57,37.57531,127.04364,무더위쉼터,동부경로당
동부골든(아)동부경로당,서울특별시 구로구 고척로 49,37.49906,126.84034,무더위쉼터,동부골든(아)동부경로당
동부골든(아)서부경로당,서울특별시 구로구 고척로 49,37.49902,126.83803,무더위쉼터,동부골든(아)서부경로당
동부골든아파트 지하1층 주차장,"서울특별시 구로구 고척로 49 (오류동, 동부골든아파트)",37.49929,126.83953,민방위대피시설,동부골든아파트지하1층주차장
동부골든임대(아)경로당,서울특별시 구로구 고척로 49,37.49929,126.83953,무더위쉼터,동부골든임대(아)경로당
동부덕고개아파트 지하1층 주차장,"서울특별시 구로구 경인로 248-14 (오류동, 동부아파트)",37.497,126.84788,민방위대피시설,동부덕고개아파트지하1층주차장
동부돌타운(아)경로당,서울특별시 구로구 경인로 248-13 ,37.49728,126.84851,무더위쉼터,동부돌타운(아)경로당
동부센트레빌아파트경로당,서울특별시 영등포구 영신로 191,37.52476,126.90083,무더위쉼터,동부센트레빌아파트경로당
동부센트레빌아파트 지하 1~2층 주차장,"서울특별시 서초구 방배로 278 (방배동, 동부센트레빌아파트)",37.49762,126.98806,민방위대피시설,동부센트레빌아파트지하1~2층주차장
동부센트레빌아파트 지하주차장 1~2층,"서울특별시 강서구 방화대로45길 32 (방화동, 동부센트레빌아파트)",37.5747,126.81498,민방위대피시설,동부센트레빌아파트지하주차장1~2층
"동부시립병원 지하주차장 지하 1,2층","서울특별시 동대문구 무학로 124 (용두동, 시립동부병원)",37.57534,127.03154,민방위대피시설,"동부시립병원지하주차장지하1,2층"
동부아파트(지하주차장 1층),"서울특별시 중랑구 신내로7가길 31 (상봉동, 동부아파트)",37.60202,127.09363,민방위대피시설,동부아파트(지하주차장1층)
동부아파트경로당,서울특별시 노원구 공릉로 206 (동부아파트),37.62804,127.07844,무더위쉼터,동부아파트경로당
동부아파트 지하1층 주차장,"서울특별시 구로구 경인로 248-13 (오류동, 동부아파트)",37.49707,126.84873,민방위대피시설,동부아파트지하1층주차장
동부장모텔(민간숙박),서울특별시 중랑구 면목로53길 7(면목동),37.58356,127.08793,수해대피소,동부장모텔(민간숙박)
동북중고등학교 운동장,서울특별시 강동구 강동대로 305(둔촌동),37.51977,127.14015,지진대피소,동북중고등학교운동장
동북초등학교 운동장,서울특별시 도봉구 시루봉로 53(쌍문동),37.65509,127.02627,지진대피소,동북초등학교운동장
동빙고경로당,서울특별시 용산구 서빙고로75가길 23,37.52289,126.99636,"무더위쉼터, 한파쉼터",동빙고경로당
동산경로당,서울특별시 금천구 독산로54길 247,37.47292,126.90599,무더위쉼터,동산경로당
동산구립주차장 지하 1~2층 주차장,"서울특별시 서초구 강남대로8길 77 (양재동, 동산마을구립주차장)",37.47009,127.04431,민방위대피시설,동산구립주차장지하1~2층주차장
동산마을경로당,서울특별시 서초구 동산로12길 8,37.47135,127.04507,"무더위쉼터, 한파쉼터",동산마을경로당
동산빌딩(지하1층 주차장),서울특별시 강동구 양재대로 1584 (명일동),37.54701,127.14363,민방위대피시설,동산빌딩(지하1층주차장)
동산어린이공원,서울특별시 서초구 동산로12길 8(양재동),37.4712,127.04517,지진대피소,동산어린이공원
동산어린이공원,서울특별시 동대문구 답십리동 998-1,37.56697,127.05755,지진대피소,동산어린이공원
동서그랜드맨션(지하주차장 1층),"서울특별시 중랑구 겸재로 92 (면목동, 동서그랜드맨션)",37.58597,127.07793,민방위대피시설,동서그랜드맨션(지하주차장1층)
동서울농협상봉지점,서울특별시 중랑구 망우로 290,37.59584,127.08471,무더위쉼터,동서울농협상봉지점
동서울신용협동조합천호지점,서울특별시 강동구 구천면로 236,37.54138,127.13056,무더위쉼터,동서울신용협동조합천호지점
동서울터미널 지하주차장 2~3층,"서울특별시 광진구 강변역로 50 (구의동, 동서울터미널빌딩)",37.53392,127.09359,민방위대피시설,동서울터미널지하주차장2~3층
동선(아)경로당,서울특별시 구로구 경인로 158,37.49361,126.83938,무더위쉼터,동선(아)경로당
동선동제1경로당,서울특별시 성북구 동소문로28길 40,37.5957,127.02072,무더위쉼터,동선동제1경로당
동선동제2경로당,서울특별시 성북구 아리랑로 27-3 ,37.59528,127.01559,무더위쉼터,동선동제2경로당
동선동주민센터,서울특별시 성북구 동소문로26길 27,37.59394,127.02039,"무더위쉼터, 한파쉼터",동선동주민센터
동선동희망경로당,서울특별시 성북구 아리랑로4길 49-1 ,37.59587,127.01828,무더위쉼터,동선동희망경로당
동선아파트 지하1층 주차장,"서울특별시 구로구 경인로 158 (오류동, 동선아파트)",37.49369,126.83946,민방위대피시설,동선아파트지하1층주차장
동성(아)경로당,서울특별시 강서구 강서로68길 108,37.56394,126.84587,무더위쉼터,동성(아)경로당
"동성1,2차아파트(모든 동의 지하1층)","서울특별시 중랑구 신내로 128 (신내동, 동성아파트)",37.60971,127.09746,민방위대피시설,"동성1,2차아파트(모든동의지하1층)"
동성1?2차APT경로당,서울특별시 중랑구 신내로 128,37.60985,127.09737,무더위쉼터,동성1?2차APT경로당
동성3차APT경로당,서울특별시 중랑구 신내로 110 (동성아파트),37.60831,127.09612,무더위쉼터,동성3차APT경로당
동성3차아파트(모든 동의 지하주차장 1층),"서울특별시 중랑구 신내로 110 (신내동, 동성아파트)",37.60853,127.09625,민방위대피시설,동성3차아파트(모든동의지하주차장1층)
동성4차APT경로당,서울특별시 중랑구 봉화산로 216 (동성아파트 관리사무소),37.6068,127.09666,무더위쉼터,동성4차APT경로당
동성4차아파트(모든 동의 지하주차장 1~3층),"서울특별시 중랑구 봉화산로 216 (신내동, 동성아파트)",37.60673,127.09644,민방위대피시설,동성4차아파트(모든동의지하주차장1~3층)
동성7차APT경로당,서울특별시 중랑구 신내로14길 21 (동성7차아파트),37.60603,127.09713,무더위쉼터,동성7차APT경로당
동성아파트 지하주차장 1층,"서울특별시 강서구 강서로68길 108 (등촌동, 동성아파트)",37.56387,126.8458,민방위대피시설,동성아파트지하주차장1층
동성타워아파트(지하주차장 1~4층),"서울특별시 중랑구 봉화산로 221 (신내동, 동성타워프라자)",37.60805,127.09728,민방위대피시설,동성타워아파트(지하주차장1~4층)
동소문동2차한신휴(아)경로당,서울특별시 성북구 동소문로15길 99,37.5953,127.01434,무더위쉼터,동소문동2차한신휴(아)경로당
동소문동경로당,서울특별시 성북구 동소문로13길 39-20 ,37.59292,127.011,무더위쉼터,동소문동경로당
동소문송산아파트 101동 지하주차장(지하1~3층),서울특별시 성북구 동소문로3길 101 (동소문동4가),37.59239,127.01047,민방위대피시설,동소문송산아파트101동지하주차장(지하1~3층)
동소문현대아파트 지하 주차장 (지하1층),서울특별시 성북구 아리랑로5길 50-8 (돈암동),37.59799,127.01271,민방위대피시설,동소문현대아파트지하주차장(지하1층)
동숭경로당,서울특별시 종로구 동숭4나길 29,37.58325,127.00582,무더위쉼터,동숭경로당
동신(아)경로당,서울특별시 성북구 오패산로3길 17,37.60446,127.03534,무더위쉼터,동신(아)경로당
동신교회 지하1층,"서울특별시 종로구 종로44길 43 (창신동, 동신교회,동신교회교육관)",37.57093,127.01292,민방위대피시설,동신교회지하1층
동신대아아파트 지하주차장 1층,"서울특별시 강서구 강서로 532 (가양동, 동신아파트,대아아파트)",37.57217,126.84336,민방위대피시설,동신대아아파트지하주차장1층
동신빌딩(엠타워) 지하주차장 1층,"서울특별시 송파구 올림픽로 96 (잠실동, 동신빌딩)",37.51149,127.08112,민방위대피시설,동신빌딩(엠타워)지하주차장1층
동신아파트경로당,서울특별시 노원구 광운로2나길 30 (동신아파트 2동),37.61754,127.06121,무더위쉼터,동신아파트경로당
동신중학교,서울특별시 강동구 진황도로 72(천호동),37.53674,127.13448,수해대피소,동신중학교
동신중학교 운동장,서울특별시 강동구 진황도로 72(천호동),37.53646,127.13399,지진대피소,동신중학교운동장
동신초등학교,서울특별시 성북구 보문사길 50(보문동3가),37.58258,127.01696,수해대피소,동신초등학교
동신초등학교 운동장,서울특별시 성북구 보문동3가 228,37.58285,127.0172,지진대피소,동신초등학교운동장
동심경로당,서울특별시 영등포구 대림로35길 7(대림동),37.49864,126.8973,수해대피소,동심경로당
동심경로당,서울특별시 서대문구 신촌로27길 47,37.5574,126.9488,"무더위쉼터, 한파쉼터",동심경로당
동심아파트 지하주차장 지하1층,"서울특별시 금천구 독산로78다길 12 (독산동, 동심아파트)",37.46908,126.9049,민방위대피시설,동심아파트지하주차장지하1층
동심어린이공원,서울특별시 영등포구 대림로35길 7(대림동),37.49844,126.89732,지진대피소,동심어린이공원
동십자각지하도 지하1층,"서울특별시 종로구 삼청로 1 (세종로, 동십자각)",37.57606,126.97789,민방위대피시설,동십자각지하도지하1층
동아(아)경로당,서울특별시 성동구 왕십리로 80 (동아아파트 13동),37.54466,127.04522,무더위쉼터,동아(아)경로당
동아(아)제2경로당,서울특별시 성북구 장월로1길 28,37.60784,127.04546,무더위쉼터,동아(아)제2경로당
동아1차(아)경로당,서울특별시 구로구 신도림로 87 (신도림1차동아아파트 상가동),37.51084,126.8831,무더위쉼터,동아1차(아)경로당
동아2차(아)경로당,서울특별시 구로구 경인로 643,37.50882,126.8858,무더위쉼터,동아2차(아)경로당
동아3차(아)경로당,서울특별시 구로구 신도림로 78 (신도림3차동아아파트 노인정),37.50938,126.88418,무더위쉼터,동아3차(아)경로당
동아3차아파트 지하주차장 1~3층,"서울특별시 강서구 양천로 731 (염창동, 동아3차아파트)",37.5502,126.87743,민방위대피시설,동아3차아파트지하주차장1~3층
동아그린(아)경로당,서울특별시 성동구 상원길 76 (성수동동아그린아파트 101동),37.55107,127.04792,무더위쉼터,동아그린(아)경로당
동아그린아파트(창5동) 지하주차장 1층,"서울특별시 도봉구 노해로63다길 34 (창동, 동아그린아파트)",37.65437,127.04648,민방위대피시설,동아그린아파트(창5동)지하주차장1층
동아그린아파트경로당,서울특별시 도봉구 노해로63다길 34 (동아그린아파트),37.65404,127.04683,무더위쉼터,동아그린아파트경로당
동아불암106동경로당,서울특별시 노원구 덕릉로112길 13,37.66638,127.07851,"무더위쉼터, 한파쉼터",동아불암106동경로당
동아불암아파트경로당,서울특별시 노원구 덕릉로 780 (동아불암아파트 노인정.관리사무소),37.66721,127.07952,무더위쉼터,동아불암아파트경로당
동아불암아파트 전체동 지하주차장 B1층~B3층,"서울특별시 노원구 덕릉로 780 (상계동, 동아불암아파트)",37.66696,127.07969,민방위대피시설,동아불암아파트전체동지하주차장B1층~B3층
동아아파트경로당,서울특별시 동작구 양녕로23길 43,37.49628,126.94004,무더위쉼터,동아아파트경로당
동아아파트경로당,서울특별시 도봉구 노해로70길 12 (동아아파트 관리사무소),37.65191,127.051,무더위쉼터,동아아파트경로당
동아아파트제2경로당,서울특별시 동대문구 한천로11길 10,37.5682,127.06111,무더위쉼터,동아아파트제2경로당
동아아파트 지하1~3층 주차장,"서울특별시 서초구 신반포로33길 15 (잠원동, 동아아파트)",37.50873,127.01015,민방위대피시설,동아아파트지하1~3층주차장
동아아파트 지하주차장 1층,서울특별시 동작구 양녕로23길 43 (상도동),37.49625,126.94004,민방위대피시설,동아아파트지하주차장1층
"동아아파트 지하주차장 지하1,2층","서울특별시 금천구 독산로78다길 52 (독산동, 독산동동아아파트)",37.46995,126.90632,민방위대피시설,"동아아파트지하주차장지하1,2층"
동아에코빌(아)경로당,서울특별시 성북구 장월로1길 28,37.6077,127.0453,무더위쉼터,동아에코빌(아)경로당
동아에코빌경로당,서울특별시 영등포구 도림로 365,37.5093,126.89877,무더위쉼터,동아에코빌경로당
동아에코빌아파트경로당,서울특별시 도봉구 도봉로180길 6-23 (동아에코빌아파트 102동),37.68146,127.04757,무더위쉼터,동아에코빌아파트경로당
동아에코빌아파트 지하주차장(지하1~3층),서울특별시 성북구 장월로1길 28 (상월곡동),37.60786,127.04542,민방위대피시설,동아에코빌아파트지하주차장(지하1~3층)
동아에코빌아파트 지하주차장 1층~2층,"서울특별시 도봉구 도봉로180길 6-25 (도봉동, 동아에코빌아파트)",37.68152,127.0469,민방위대피시설,동아에코빌아파트지하주차장1층~2층
동아에코빌 지하1~2층,"서울특별시 영등포구 도림로 365(도림동, 동아에코빌)",37.50917,126.89873,민방위대피시설,동아에코빌지하1~2층
동아일보사 지하1층~지하5층,"서울특별시 서대문구 충정로 29 (충정로3가, 동아일보사건물)",37.56191,126.96338,민방위대피시설,동아일보사지하1층~지하5층
동아일보사 지하2~4층,"서울특별시 종로구 청계천로 1 (서린동, 동아일보사)",37.56954,126.97807,민방위대피시설,동아일보사지하2~4층
동아청솔아파트경로당,"서울특별시 도봉구 노해로69길 103 (동아청솔아파트 관리사무소,경로당)",37.65687,127.04937,무더위쉼터,동아청솔아파트경로당
동아청솔아파트 지하주차장 1층~2층,서울특별시 도봉구 노해로69길 103 (창동),37.65725,127.0483,민방위대피시설,동아청솔아파트지하주차장1층~2층
"동아하이빌아파트(지하1층, 지하3층, 지하5층 주차장)",서울특별시 강동구 구천면로 278 (천호동),37.54471,127.13442,민방위대피시설,"동아하이빌아파트(지하1층,지하3층,지하5층주차장)"
동아하이빌아파트경로당,서울특별시 강동구 구천면로 278,37.54472,127.13455,무더위쉼터,동아하이빌아파트경로당
동아한가람경로당,서울특별시 송파구 한가람로 448,37.53745,127.11533,무더위쉼터,동아한가람경로당
동아한가람아파트  전체 동의 지하주차장 지하1층,서울특별시 송파구 한가람로 448 (풍납동),37.53748,127.11562,민방위대피시설,동아한가람아파트전체동의지하주차장지하1층
동아한신(아)경로당,서울특별시 구로구 중앙로6길 17 (고척동 동아한신아파트 상가동),37.50118,126.8649,무더위쉼터,동아한신(아)경로당
동아효성아파트경로당,"서울특별시 송파구 양산로8길 24 (거여2단지아파트 노인정,관리사무소)",37.49036,127.1463,무더위쉼터,동아효성아파트경로당
동양고등학교 운동장,서울특별시 강서구 허준로 50(가양동),37.56881,126.8478,지진대피소,동양고등학교운동장
동양드림아파트(지하1층),"서울특별시 금천구 독산로58나길 56 (독산동, 동양드림아파트)",37.46558,126.90668,민방위대피시설,동양드림아파트(지하1층)
동양메이저아파트 지하1층 주차장,"서울특별시 노원구 상계로5길 12 (상계동, 동양메이저아파트)",37.65764,127.06398,민방위대피시설,동양메이저아파트지하1층주차장
동양아파트경로당,서울특별시 동작구 서달로1길 17,37.50046,126.95866,무더위쉼터,동양아파트경로당
동양아파트경로당,서울특별시 영등포구 양평로30가길 15,37.5423,126.88965,무더위쉼터,동양아파트경로당
동양엔파트2차경로당,서울특별시 중랑구 중랑천로14길 34 (중화동 동양엔파트 2차 관리동),37.59427,127.07465,무더위쉼터,동양엔파트2차경로당
동양중학교 운동장,서울특별시 동작구 흑석로9길 94(흑석동),37.50967,126.95628,지진대피소,동양중학교운동장
동양크레오아파트경로당,서울특별시 도봉구 시루봉로 166 (동양크레오아파트 101동),37.66488,127.02998,무더위쉼터,동양크레오아파트경로당
동양크레오 아파트 지하주차장 1층~2층,"서울특별시 도봉구 시루봉로 166 (방학동, 동양크레오아파트)",37.66444,127.03028,민방위대피시설,동양크레오아파트지하주차장1층~2층
동양타워빌딩 지하2층~지하5층,"서울특별시 영등포구 국회대로 543, 동양석판 사옥 (당산동4가)",37.52927,126.89538,민방위대피시설,동양타워빌딩지하2층~지하5층
"동영문화센터(지하2,3,4)","서울특별시 강남구 언주로 337 (역삼동, 동영문화센터)",37.49779,127.04409,민방위대피시설,"동영문화센터(지하2,3,4)"
동우빌딩(지하2층),"서울특별시 강남구 테헤란로 328 (역삼동, 동우빌딩)",37.50371,127.04751,민방위대피시설,동우빌딩(지하2층)
동원경로당,서울특별시 종로구 숭인동2길 28,37.57833,127.02027,무더위쉼터,동원경로당
동원데자뷰아파트경로당(사립),서울특별시 양천구 오목로 76-2 (장수마을2단지동원데쟈뷰아파트 관리동),37.52231,126.84584,무더위쉼터,동원데자뷰아파트경로당(사립)
동원베네스트경로당,서울특별시 강동구 고덕로 52-11 ,37.55409,127.13107,무더위쉼터,동원베네스트경로당
동원베네스트아파트(1개동구성)지하주차장(지하1~2층),서울특별시 성북구 화랑로 271 (장위동),37.6122,127.05872,민방위대피시설,동원베네스트아파트(1개동구성)지하주차장(지하1~2층)
동원베네스트아파트경로당,서울특별시 동작구 상도로34길 42,37.50294,126.94439,무더위쉼터,동원베네스트아파트경로당
동원베네스트아파트 전동 지하1~2층,"서울특별시 서대문구 홍은중앙로1길 65 (홍은동, 동원베네스트아파트)",37.59896,126.94397,민방위대피시설,동원베네스트아파트전동지하1~2층
동원베네스트아파트 지하1~2층 주차장,"서울특별시 서초구 효령로74길 57 (서초동, 동원베네스트아파트)",37.48543,127.02651,민방위대피시설,동원베네스트아파트지하1~2층주차장
동원베네스트 지하1층 주차장,서울특별시 노원구 월계로53길 21 (월계동),37.63174,127.05835,민방위대피시설,동원베네스트지하1층주차장
동원빌딩 (지하2층),"서울특별시 강남구 영동대로 333 (대치동, 동원빌딩)",37.50412,127.06486,민방위대피시설,동원빌딩(지하2층)
"동원빌딩, 한성대학교에듀센터 지하1층","서울특별시 종로구 창경궁로 254 (명륜2가, 동원빌딩)",37.5837,127.00002,민방위대피시설,"동원빌딩,한성대학교에듀센터지하1층"
동원빌딩  지하1층,"서울특별시 종로구 새문안로3길 15, 동원빌딩 지하1층 (당주동)",37.57175,126.97232,민방위대피시설,동원빌딩지하1층
동원중학교,서울특별시 중랑구 양원역로 32(망우동),37.6036,127.1086,수해대피소,동원중학교
동원중학교운동장,서울특별시 중랑구 양원역로 32(망우동),37.60351,127.10812,지진대피소,동원중학교운동장
동원초등학교운동장,서울특별시 중랑구 송림길 114(망우동),37.60495,127.10484,지진대피소,동원초등학교운동장
동의초등학교 운동장 ,서울특별시 광진구 영화사로 111(구의동),37.5535,127.09846,지진대피소,동의초등학교운동장
동익아파트경로당,서울특별시 도봉구 우이천로32길 67 (경로당),37.65185,127.02466,무더위쉼터,동익아파트경로당
동익아파트 지하주차장 1층,"서울특별시 강남구 광평로39길 3 (수서동, 동익아파트)",37.48532,127.09651,민방위대피시설,동익아파트지하주차장1층
동익파크아파트경로당,서울특별시 은평구 서오릉로21길 20 (동익파크아파트),37.61459,126.9069,무더위쉼터,동익파크아파트경로당
동인(아)경로당,서울특별시 구로구 서해안로34가길 22 (동인아파트 관리사무소),37.49362,126.84914,무더위쉼터,동인(아)경로당
동일A경로당,서울특별시 서대문구 홍은중앙로 81 (동일아파트),37.5986,126.94638,무더위쉼터,동일A경로당
동일초등학교,서울특별시 노원구 한글비석로 566(상계동),37.6648,127.05426,수해대피소,동일초등학교
동일초등학교 운동장,서울특별시 노원구 한글비석로 566(상계동),37.66483,127.05466,지진대피소,동일초등학교운동장
"동일하이빌2단지아파트 지하1,2층 주차장","서울특별시 양천구 신정로11길 20 (신정동, 동일하이빌아파트)",37.51187,126.83912,민방위대피시설,"동일하이빌2단지아파트지하1,2층주차장"
동일하이빌뉴시티 지하주차장(지하3~6층),서울특별시 성북구 종암로 167 (하월곡동),37.60505,127.031,민방위대피시설,동일하이빌뉴시티지하주차장(지하3~6층)
동자경로당,서울특별시 용산구 한강대로104길 30-4 ,37.55012,126.97384,무더위쉼터,동자경로당
동자초등학교 운동장 ,서울특별시 광진구 뚝섬로 561(자양동),37.53452,127.07259,지진대피소,동자초등학교운동장
동작고등학교,서울특별시 동작구 솔밭로 51(사당동),37.48224,126.96524,수해대피소,동작고등학교
동작고등학교 운동장,서울특별시 동작구 솔밭로 51(사당동),37.48208,126.96553,지진대피소,동작고등학교운동장
동작관악교육지원청 지하1층,"서울특별시 동작구 장승배기로10가길 35 (상도동, 서울특별시동작관악교육지원청)",37.50335,126.94066,민방위대피시설,동작관악교육지원청지하1층
동작구민체육센터,서울특별시 동작구 여의대방로16길 53(신대방동),37.49478,126.91681,수해대피소,동작구민체육센터
동작구청 지하1층,"서울특별시 동작구 장승배기로 161 (노량진동, 동작구청)",37.51229,126.93946,민방위대피시설,동작구청지하1층
동작구청 청사 응급 한파대피소,서울특별시 동작구 장승배기로 161,37.51231,126.93956,한파쉼터,동작구청청사응급한파대피소
동작노인종합복지관,서울특별시 동작구 상도로11길 7,37.50042,126.92913,무더위쉼터,동작노인종합복지관
동작대로39길22,서울특별시 동작구 동작대로39길 22,37.4945,126.97992,무더위쉼터,동작대로39길22
동작삼성래미안아파트경로당,서울특별시 동작구 사당로23바길 9,37.48917,126.97052,무더위쉼터,동작삼성래미안아파트경로당
동작상떼빌아파트경로당,서울특별시 동작구 신대방1가길 38,37.48755,126.90688,무더위쉼터,동작상떼빌아파트경로당
동작역(4호선) 지하1층,"서울특별시 동작구 현충로 257 (동작동, 4호선동작역Dongjaks.t)",37.50286,126.97999,민방위대피시설,동작역(4호선)지하1층
동작역(9호선) 지하1~3층,"서울특별시 동작구 현충로 지하 220 (동작동, 9호선 동작역)",37.50224,126.97911,민방위대피시설,동작역(9호선)지하1~3층
동작우체국 지하1층,"서울특별시 동작구 여의대방로22길 77 (신대방동, 서울동작우체국)",37.49807,126.92447,민방위대피시설,동작우체국지하1층
동작이수사회복지관,서울특별시 동작구 동작대로35차길 7,37.49314,126.97686,무더위쉼터,동작이수사회복지관
동작자원봉사센터,서울특별시 동작구 만양로3길 14,37.50807,126.94691,무더위쉼터,동작자원봉사센터
동작종합사회복지관,서울특별시 동작구 등용로 47,37.50577,126.93334,무더위쉼터,동작종합사회복지관
동작중학교,서울특별시 동작구 동작대로39가길 83(동작동),37.49508,126.97627,수해대피소,동작중학교
동작중학교운동장,서울특별시 동작구 동작대로39가길 83(동작동),37.49491,126.977,지진대피소,동작중학교운동장
동작초등학교 운동장,서울특별시 동작구 동작대로29길 214(사당동),37.49405,126.97688,지진대피소,동작초등학교운동장
동진경로당,서울특별시 노원구 중계로16나길 11 (동진아파트 동진경로당),37.65205,127.08203,무더위쉼터,동진경로당
동진빌딩 지하2~3층,"서울특별시 관악구 관악로 217 (봉천동, 동진빌딩)",37.48438,126.9546,민방위대피시설,동진빌딩지하2~3층
동진빌라경로당,서울특별시 구로구 경인로 19,37.49036,126.82485,무더위쉼터,동진빌라경로당
동진아이티타워 지하주차장(지하1~5층),"서울특별시 성동구 상원12길 30, 동진아이티타워 (성수동1가)",37.55004,127.05063,민방위대피시설,동진아이티타워지하주차장(지하1~5층)
동하빌딩(지하2~3층),"서울특별시 강남구 남부순환로 2913 (대치동, 동하빌딩)",37.49286,127.05861,민방위대피시설,동하빌딩(지하2~3층)
동호경로당,서울특별시 중구 동호로8길 42-22 ,37.55241,127.01302,"무더위쉼터, 한파쉼터",동호경로당
동호초등학교 운동장,서울특별시 성동구 매봉길 49-35 (옥수동),37.54636,127.01027,지진대피소,동호초등학교운동장
동화경로당,서울특별시 중구 청구로 64,37.56049,127.01669,"무더위쉼터, 한파쉼터",동화경로당
동화동구립경로당,서울특별시 중구 퇴계로80길 52,37.56324,127.0173,"무더위쉼터, 한파쉼터",동화동구립경로당
동화동주민센터,서울특별시 중구 다산로36길 100,37.55996,127.0194,"무더위쉼터, 한파쉼터",동화동주민센터
동화동주민센터,서울특별시 중구 다산로36길 100(신당동),37.56016,127.01827,수해대피소,동화동주민센터
"동화목동프라자 지하1,2층",서울특별시 양천구 중앙로32길 55 (신정동),37.51982,126.85966,민방위대피시설,"동화목동프라자지하1,2층"
동화 킴스호텔,서울특별시 종로구 평창문화로 136(평창동),37.6096,126.97512,수해대피소,동화킴스호텔
"두꺼비빌딩(지하2,3,4층)","서울특별시 강남구 테헤란로 310 (역삼동, 두꺼비빌딩)",37.50283,127.04478,민방위대피시설,"두꺼비빌딩(지하2,3,4층)"
두레근린공원,서울특별시 강동구 고덕동 497,37.55798,127.15223,지진대피소,두레근린공원
두레어린이공원,서울특별시 강서구 강서로8길 203(화곡동),37.53121,126.85934,지진대피소,두레어린이공원
두보(하이츠)빌라,서울특별시 강서구 등촌로39가길 42,37.54574,126.85797,"무더위쉼터, 한파쉼터",두보(하이츠)빌라
두산(아)1단지경로당,서울특별시 관악구 봉천로 387,37.48455,126.9428,무더위쉼터,두산(아)1단지경로당
두산(아)2단지경로당,서울특별시 관악구 봉천로 387,37.48455,126.94287,무더위쉼터,두산(아)2단지경로당
두산(아) 경로당,"서울특별시 금천구 가산로 99(가산동, 두산위브아파트)",37.47408,126.8936,수해대피소,두산(아)경로당
두산(아)경로당,서울특별시 구로구 남부순환로95길 88 (두산아파트 상가),37.4951,126.85254,무더위쉼터,두산(아)경로당
두산(아)경로당,서울특별시 성동구 동호로 100,37.54981,127.01547,무더위쉼터,두산(아)경로당
두산(아)임대3단지경로당,서울특별시 관악구 양녕로 31,37.48516,126.94579,"무더위쉼터, 한파쉼터",두산(아)임대3단지경로당
두산A경로당,서울특별시 서대문구 이화여대8길 62 (두산아파트 104동),37.55922,126.95028,무더위쉼터,두산A경로당
두산빌딩 지하주차장 2층~4층,"서울특별시 강남구 언주로 726 (논현동, 두산빌딩)",37.51908,127.0353,민방위대피시설,두산빌딩지하주차장2층~4층
두산아파트(1차) (지하주차장 1층),"서울특별시 중랑구 사가정로41길 9 (면목동, 두산아파트)",37.58162,127.08398,민방위대피시설,두산아파트(1차)(지하주차장1층)
두산아파트(지하1층 ~지하3층),서울특별시 성북구 화랑로48길 16 (석관동),37.61266,127.06871,민방위대피시설,두산아파트(지하1층~지하3층)
두산아파트경로당,,37.67649,127.05287,무더위쉼터,두산아파트경로당
두산아파트제2경로당,서울특별시 동대문구 답십리로56길 21-1 ,37.56897,127.05936,무더위쉼터,두산아파트제2경로당
두산아파트 지하1~2층,"서울특별시 종로구 지봉로5길 7 (창신동, 두산아파트)",37.57422,127.01429,민방위대피시설,두산아파트지하1~2층
두산아파트 지하1층,"서울특별시 성동구 동호로 100 (금호동3가, 두산아파트)",37.54996,127.01644,민방위대피시설,두산아파트지하1층
두산아파트 지하주차장(지하1층),"서울특별시 구로구 도림로 59, 지하주차장동 (구로동, 구로두산아파트)",37.48934,126.88926,민방위대피시설,두산아파트지하주차장(지하1층)
두산위브(아)경로당,서울특별시 구로구 디지털로31길 85 (구로두산위브 102동),37.48603,126.89058,무더위쉼터,두산위브(아)경로당
두산위브(아)경로당,서울특별시 성동구 뚝섬로 434 (성수동 두산위브 관리실),37.5375,127.0581,무더위쉼터,두산위브(아)경로당
두산위브(아)경로당,서울특별시 강북구 덕릉로41길 15,37.6356,127.0309,"무더위쉼터, 한파쉼터",두산위브(아)경로당
두산위브A경로당,서울특별시 서대문구 증가로 200-8 ,37.58043,126.9171,무더위쉼터,두산위브A경로당
두산위브아파트경로당,서울특별시 은평구 증산서길 79 (두산위브 101동),37.58411,126.90631,무더위쉼터,두산위브아파트경로당
두산위브아파트 지하1~3층,"서울특별시 금천구 가산로 99 (가산동, 두산위브아파트)",37.47604,126.89172,민방위대피시설,두산위브아파트지하1~3층
